Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-11,125.0,125.80000305175781,121.4000015258789,122.30000305175781,50224665,0,0
2020-08-12,121.0,126.4000015258789,120.5999984741211,125.3499984741211,50713617,0,0
2020-08-13,126.0999984741211,131.89999389648438,124.4000015258789,131.14999389648438,95489249,0,0
2020-08-14,131.14999389648438,132.64999389648438,123.69999694824219,124.5999984741211,75032834,0,0
2020-08-17,124.5,126.25,120.5999984741211,123.55000305175781,61154250,0,0
2020-08-18,124.0,127.5,123.5999984741211,125.5999984741211,62153763,0,0
2020-08-19,127.0,127.5999984741211,124.75,125.1500015258789,45128613,0,0
2020-08-20,123.44999694824219,125.6500015258789,121.0999984741211,121.69999694824219,43530882,0,0
2020-08-21,124.19999694824219,124.19999694824219,120.1500015258789,120.9000015258789,48650204,0,0
2020-08-24,122.0,123.0,120.80000305175781,121.19999694824219,31294253,0,0
2020-08-25,121.80000305175781,128.35000610351562,121.0999984741211,127.0999984741211,90263366,0,0
2020-08-26,130.5,139.0,128.35000610351562,137.89999389648438,197510376,0,0
2020-08-27,140.10000610351562,146.85000610351562,139.3000030517578,144.25,181380747,0,0
2020-08-28,144.14999389648438,146.1999969482422,140.5,142.8000030517578,95194825,0,0
2020-08-31,144.5,147.9499969482422,138.1999969482422,143.1999969482422,160564488,0,0
2020-09-01,143.39999389648438,145.14999389648438,140.39999389648438,143.8000030517578,58811543,0,0
2020-09-02,144.3000030517578,151.64999389648438,141.4499969482422,150.3000030517578,74947929,0,0
2020-09-03,151.60000610351562,155.1999969482422,149.5500030517578,151.85000610351562,110156350,0,0
2020-09-04,147.89999389648438,153.64999389648438,147.0,147.8000030517578,95560889,0,0
2020-09-07,150.0,152.0,148.0,149.39999389648438,82617101,0,0
2020-09-08,149.4499969482422,149.60000610351562,141.1999969482422,142.3000030517578,76286731,0,0
2020-09-09,141.0,141.75,135.6999969482422,140.10000610351562,105355010,0,0
2020-09-10,142.8000030517578,144.5,138.0,143.3000030517578,79606504,0,0
2020-09-11,143.10000610351562,146.8000030517578,141.64999389648438,144.3000030517578,65135339,0,0
2020-09-14,147.1999969482422,151.10000610351562,145.5,148.5500030517578,84505930,0,0
2020-09-15,149.39999389648438,149.39999389648438,146.5500030517578,148.39999389648438,42886817,0,0
2020-09-16,149.1999969482422,154.3000030517578,148.5500030517578,151.4499969482422,85056501,0,0
2020-09-17,150.8000030517578,151.0,146.1999969482422,147.64999389648438,48119360,0,0
2020-09-18,148.6999969482422,150.5,146.25,147.89999389648438,46270863,0,0
2020-09-21,147.75,147.75,135.5,137.4499969482422,64734493,0,0
2020-09-22,138.0,138.14999389648438,129.64999389648438,133.10000610351562,87298020,0,0
2020-09-23,135.5,136.6999969482422,127.9000015258789,131.39999389648438,74981613,0,0
2020-09-24,127.9000015258789,128.8000030517578,122.1500015258789,122.80000305175781,62420957,0,0
2020-09-25,123.69999694824219,128.35000610351562,123.0999984741211,127.25,65040759,0,0
2020-09-28,128.89999389648438,134.3000030517578,127.5,132.85000610351562,61830817,0,0
2020-09-29,134.9499969482422,136.0,130.6999969482422,131.6999969482422,63366932,0,0
2020-09-30,131.5500030517578,134.39999389648438,130.3000030517578,133.3000030517578,48859088,0,0
2020-10-01,135.89999389648438,136.5,132.5500030517578,133.5,40491744,0,0
2020-10-05,136.9499969482422,137.5,132.0500030517578,133.89999389648438,55268322,0,0
2020-10-06,138.0,145.8000030517578,136.0,144.75,161987221,0,0
2020-10-07,144.25,144.5,139.8000030517578,141.0,68273641,0,0
2020-10-08,142.85000610351562,143.5,139.60000610351562,140.9499969482422,40900948,0,0
2020-10-09,141.14999389648438,142.64999389648438,138.0,138.4499969482422,37097190,0,0
2020-10-12,139.64999389648438,139.64999389648438,133.0,135.89999389648438,39279109,0,0
2020-10-13,135.39999389648438,137.10000610351562,132.85000610351562,134.10000610351562,38973506,0,0
